subject,predicate,object,relation,provided_by,provided_date,category,classifier,auc_roc,feature_importance,feature_coefficient,log_positive_patient_count,log_negative_patient_count
CHEBI:7454,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.1686760628218584,5,7
MONDO:0004979,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.1632240754997862,5,7
MONDO:0001627,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.1439287535624876,5,7
HP:0000708,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.1436283588100509,5,7
CHEBI:27504,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.137890951249608,5,7
HP:0032263,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.1143069951605007,5,7
UNII:1RXS4UE564,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.113437831055348,5,7
SNOMEDCT:386033004,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.109320075509079,5,7
CHEBI:7459,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.0994715784733184,5,7
MONDO:0005090,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.042667265829482,5,7
MONDO:0005133,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.015573839507534,5,7
HP:0002321,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.014117707636529,5,7
MONDO:0009410,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.0127523656692585,5,7
HP:0040171,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.009773017272742,5,7
MONDO:0017276,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.0085870341605918,5,7
CHEBI:4466,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.0024325982166493,5,7
MONDO:0005626,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,1.0003686157938583,5,7
MONDO:0005101,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.9829991728087153,5,7
MONDO:0005265,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.9733989686949721,5,7
MONDO:0019060,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.9621841101530153,5,7
HP:0002059,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.9553474826970447,5,7
HP:0010535,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.9381063558817434,5,7
HP:0003077,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.9299448100681073,5,7
MONDO:0005011,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.9280419305646117,5,7
SNOMEDCT:197352008,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.9233951296108062,5,7
MONDO:0005461,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.9225165429207932,5,7
HP:0002902,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.9175749762083338,5,7
UNII:FQ3DRG0N5K,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.9171750849659588,5,7
CHEBI:16796,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.9114849978648188,5,7
HP:0025406,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8979930841445876,5,7
MONDO:0005025,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8947415677535127,5,7
MONDO:0011438,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8946265107378111,5,7
MONDO:0007140,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8910237596451258,5,7
HP:0100512,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8906253140184628,5,7
HP:0002900,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.887536711044994,5,7
HP:0003326,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8699208007110683,5,7
MONDO:0004670,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8591919990154023,5,7
MONDO:0005130,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8584904333046411,5,7
CHEBI:15407,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8572484180217969,5,7
HP:0003124,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8529743818830043,5,7
MONDO:0020066,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8514458667147063,5,7
MONDO:0004948,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8476453716065199,5,7
MONDO:0007972,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8411606435949185,5,7
MONDO:0001505,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8320603809873784,5,7
MONDO:0005495,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8286712072306353,5,7
MONDO:0020696,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8194297484182954,5,7
CHEBI:3614,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.816169846733745,5,7
MONDO:0009421,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.8134765585565656,5,7
MONDO:0002169,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.7999962681707278,5,7
MONDO:0005028,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.7987633836754892,5,7
HP:0002315,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.7928674448217521,5,7
CHEBI:9435,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.7923576961256154,5,7
UNII:2S9ZZM9Q9V,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.786661300296473,5,7
CHEBI:3403,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.7819436849428809,5,7
CHEBI:600103,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.7799364224446335,5,7
CHEBI:15409,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.7787906341818198,5,7
CHEBI:17015,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.7774359754062722,5,7
HP:0006919,biolink:associated_with_increased_likelihood_of_concurrent,HP:0000739,RO:0003308,EHR Risk Provider (Multiomics),2021-05-07,biolink:Association,Logistic Regression,0.8761500144827434,NA,0.7763422543161662,5,7
